bookchapter,out_degree,betweenness,eigen
"feldman2,  chapter-9",0.00048212963839768013,3.4050436005164946e-44,3.4050436005164946e-44
"madden,  chapter-4",0.004400942711691812,0.0005458410917508536,0.0005458410917508536
"pharrington,  chapter-1",0.004395342473019822,0.0001989069735421165,0.0001989069735421165
"terrell,  chapter-7",0.004389742234347831,5.312397169518204e-05,5.312397169518204e-05
"riscutia,  chapter-5",0.0043841419956758415,1.4188321018488088e-05,1.4188321018488088e-05
"pollard,  chapter-5",0.0043785417570038525,5.170286590176158e-06,5.170286590176158e-06
"farrell,  chapter-4",0.004372941518331863,1.884076256803011e-06,1.884076256803011e-06
"farrell,  chapter-2",0.00048772987706967004,3.62199902750828e-06,3.62199902750828e-06
"richer,  chapter-13",0.0,1.3196839858906476e-06,1.3196839858906476e-06
"ibsen2,  chapter-8",0.0,0.000468110733714239,0.000468110733714239
"zumel2,  introduction",0.0,5.159156970479536e-46,5.159156970479536e-46
"krunic,  chapter-2",0.0,0.0013459724654917922,0.0013459724654917922
"langr,  chapter-7",0.0,5.159156970479536e-46,5.159156970479536e-46
"hocking,  about-this-book",0.0,5.159156970479536e-46,5.159156970479536e-46
"chang,  chapter-2",0.0009774962045655182,0.001548033393644338,0.001548033393644338
"hocking2,  chapter-3",0.0004892572148893037,0.0004134284715819873,0.0004134284715819873
"lane,  chapter-10",0.0,0.00011041258549324384,0.00011041258549324384
"nickoloff2,  welcome",0.0,5.159156970479536e-46,5.159156970479536e-46
"stevens2,  chapter-6",0.0,1.903392965410614e-26,1.903392965410614e-26
"serrano,  chapter-2",0.0005349827999942397,0.00014246480890266837,0.00014246480890266837
"jain,  chapter-4",0.0,0.005085724490987546,0.005085724490987546
"skeet5,  part-2",0.0008116579522677266,0.005558361405125172,0.005558361405125172
"smith3,  chapter-10",0.00202811310709327,0.03916826474112123,0.03916826474112123
"skeet5,  chapter-12",0.00213407877100757,0.019302894216435305,0.019302894216435305
"koskela2,  chapter-3",0.0,1.903392965410614e-26,1.903392965410614e-26
"koskela2,  chapter-9",2.036450426178163e-06,6.376366434125559e-25,6.376366434125559e-25
"koskela2,  chapter-5",3.054675639267245e-06,1.0535280063547752e-23,1.0535280063547752e-23
"sotobueno,  chapter-7",3.054675639267245e-06,1.1446053597496731e-22,1.1446053597496731e-22
"sotobueno,  chapter-10",2.036450426178163e-06,1.0454385862517802e-22,1.0454385862517802e-22
"sotobueno,  chapter-4",0.0,9.522675005949304e-23,9.522675005949304e-23
"hunter,  chapter-3",0.0021339811095650875,0.009509538972214907,0.009509538972214907
"terrell,  chapter-2",0.0,0.0025397159649193685,0.0025397159649193685
"saumont2,  chapter-11",0.0,0.03600345326778086,0.03600345326778086
"saumont2,  chapter-3",0.0,1.903392965410614e-26,1.903392965410614e-26
"cai,  chapter-1",0.0,1.903392965410614e-26,1.903392965410614e-26
"maras,  chapter-9",0.0,1.903392965410614e-26,1.903392965410614e-26
"lauret,  welcome",0.0009841657916295871,0.021898134850416043,0.021898134850416043
"perrin,  1-so-what-is-spark-anyway-",0.00048772987706967004,0.024245046948501388,0.024245046948501388
"bonaci,  chapter-2",0.0,0.008835481771203297,0.008835481771203297
"shukla,  chapter-8",0.0,1.903392965410614e-26,1.903392965410614e-26
"payette3,  chapter-10",0.0025423397421414917,0.028259227145231432,0.028259227145231432
"payette3,  chapter-6",0.0005365330461858215,0.010298686658324398,0.010298686658324398
"payette3,  chapter-3",0.0,0.007547932199860533,0.007547932199860533
"sholmes2,  chapter-12",0.0,0.005881098745541417,0.005881098745541417
"lemaire,  chapter-1",0.0,1.903392965410614e-26,1.903392965410614e-26
"zburivsky,  chapter-2",0.0012968734338405076,0.007656939534928798,0.007656939534928798
"zburivsky,  chapter-3",0.0012912731951685175,0.002790081698925742,0.002790081698925742
"normand,  chapter-1",0.0,5.159156970479536e-46,5.159156970479536e-46
"sotobueno,  about-this-book",0.00048263875100422465,3.4050436005164946e-44,3.4050436005164946e-44
"normand,  chapter-3",0.0009642592767953603,1.1071550858649084e-42,1.1071550858649084e-42
"jones6,  chapter-3",0.0,1.903392965410614e-26,1.903392965410614e-26
"faella,  chapter-6",0.004222107537614294,0.01444505201381545,0.01444505201381545
"hillard,  chapter-6",0.0009515975250533103,0.003857963425286704,0.003857963425286704
"gallant,  chapter-2",0.0,0.018069579276507302,0.018069579276507302
"ibsen2,  about-this-book",0.0,5.159156970479536e-46,5.159156970479536e-46
"hunter,  part-2",0.0018194270129339783,0.018069579276507302,0.018069579276507302
"hunter,  chapter-5",0.0002482840433061441,0.011924518925549514,0.011924518925549514
"urma2,  chapter-5",0.00048772987706967004,0.014302746705296533,0.014302746705296533
"urma2,  chapter-6",0.0,0.0038197984066098097,0.0038197984066098097
"skeet5,  chapter-11",0.007504048024980723,0.010763037213969788,0.010763037213969788
"lane,  chapter-13",0.007796679763495847,0.04602905936398075,0.04602905936398075
"geers,  meap-version-1",0.00128882613489188,0.005206915467449245,0.005206915467449245
"skeet3,  appendix-a",0.003479709307572228,0.0229635042766145,0.0229635042766145
"dwood,  chapter-1",0.003105827271824456,0.013213859479751133,0.013213859479751133
"riscutia,  chapter-11",0.005108447085914175,0.014526030616638357,0.014526030616638357
"mikowski,  chapter-1",0.005016732491255283,0.022018787205272238,0.022018787205272238
"faella,  chapter-8",0.0034168242900472255,0.03600345326778086,0.03600345326778086
"ingersoll,  chapter-4",0.007065212495929408,0.030715561449745167,0.030715561449745167
"teofili,  chapter-7",0.012949414259132591,0.06709222192303502,0.06709222192303502
"turnbull,  chapter-2",0.008565597777476189,0.018197695222139213,0.018197695222139213
"brink,  chapter-1",0.002460073328700893,0.004860317065307945,0.004860317065307945
"noback,  chapter-6",0.0018562475947459776,0.0006454421756100888,0.0006454421756100888
"lanum,  chapter-1",0.0018506473560739875,0.0001723887893771536,0.0001723887893771536
"meeks2,  chapter-1",0.022859191788334385,0.1104854125331654,0.1104854125331654
"fain4,  chapter-3",0.0009142423197918295,0.05496097060141802,0.05496097060141802
"hume2,  chapter-1",0.0022384332376956147,0.016797426669363725,0.016797426669363725
"siriwardena,  chapter-8",0.0016256845071335095,0.007895704283535976,0.007895704283535976
"pollard,  chapter-3",0.0016200842684615197,0.0021089107308673773,0.0021089107308673773
"guinard2,  chapter-2",0.0031224640713027937,0.05432614387740452,0.05432614387740452
"geewax2,  chapter-17",0.0034893368903058317,0.01281203186890355,0.01281203186890355
"buonanno,  chapter-4",0.0022546822725597626,0.029698984954705382,0.029698984954705382
"riscutia,  appendix-b",0.0008481706307846386,0.007932812425315428,0.007932812425315428
"brown2,  list-of-figures",0.0007575489651497061,0.04026096275522926,0.04026096275522926
"rotem,  about-this-book",0.0017050989492087712,0.05812638008228512,0.05812638008228512
"roy,  about-this-book",0.003289913650838853,0.00498859104182267,0.00498859104182267
"richer,  chapter-4",0.002715544877590838,0.0538235111571264,0.0538235111571264
"meeks,  chapter-4",0.0052858955494384996,0.04673657073046276,0.04673657073046276
"stoneman,  welcome",0.002111153591525772,0.003626898945462698,0.003626898945462698
"smith4,  chapter-1",0.0038639022298798628,0.0015034104957385018,0.0015034104957385018
"borgatti,  chapter-1",0.004398011714418072,0.0004065474183647598,0.0004065474183647598
"skeet5,  chapter-7",0.0028225931823625486,0.03841839901250947,0.03841839901250947
"negro,  chapter-2",0.00612081963829308,0.024122904750664486,0.024122904750664486
"wittig3,  what-is-cloud-computing-",0.0006310709711520529,0.0244493091992505,0.0244493091992505
"smith4,  chapter-3",0.0019421093612943233,0.0031718103742328753,0.0031718103742328753
"smith4,  chapter-4",0.0019365091226223332,0.0011558914654709205,0.0011558914654709205
"lanum,  chapter-9",0.000486711651856581,0.01880803221018084,0.01880803221018084
"dwood,  chapter-4",0.00048111141318459103,0.005024138617325492,0.005024138617325492
"riscutia,  chapter-3",0.012706685635176584,0.03163365373603866,0.03163365373603866
"veen,  chapter-8",0.0033830371724653985,0.0093451722013318,0.0093451722013318
"dwood,  chapter-11",0.002599245733098565,0.003352285890945263,0.003352285890945263
"terrell,  chapter-14",0.0010251990456546806,0.0006667852282209629,0.0006667852282209629
"petricek,  about-this-book",0.0010195988069826912,0.00017811131879822328,0.00017811131879822328
"meeks,  chapter-1",0.0048733219814790455,0.05637999111576441,0.05637999111576441
"meeks,  chapter-2",0.0015533163015455135,0.020545824303590268,0.020545824303590268
"farrell,  chapter-1",0.0022865243742774283,0.026336828413732295,0.026336828413732295
"brown2,  chapter-9",0.006315993555629109,0.009773787107284935,0.009773787107284935
"metzgar2,  chapter-1",0.005402542098438593,0.04592683134160258,0.04592683134160258
"birchall,  chapter-3",0.0010791576170798883,0.01226646979243346,0.01226646979243346
"skeet2,  chapter-7",0.001073557378407898,0.003276221960345129,0.003276221960345129
"teofili,  chapter-2",0.007713175747837272,0.023103664970213208,0.023103664970213208
"madden,  chapter-5",0.0029931683926665113,0.026949388138787913,0.026949388138787913
"meeks,  chapter-3",0.0013631679579988365,0.008764100361722617,0.008764100361722617
"riscutia,  chapter-2",0.013997291965066612,0.035998832088618246,0.035998832088618246
"trask2,  chapter-11",0.0008792435412546715,0.003503765174469582,0.003503765174469582
"munro,  chapter-4",0.006238469266816445,0.021007301916514416,0.021007301916514416
"petricek,  chapter-5",0.000959938003416729,0.013118513431435769,0.013118513431435769
"veen,  chapter-11",0.0007582025926235023,0.009614748256966187,0.009614748256966187
"lane,  chapter-11",0.0008242880261597221,0.017769438973267892,0.017769438973267892
"marmanis,  chapter-7",0.0005202783970955472,0.010389256736935413,0.010389256736935413
"mcilwraith,  chapter-4",0.001636751029634246,0.010185391311255388,0.010185391311255388
"mcilwraith,  chapter-1",0.0016270778901099,0.002720135180618518,0.002720135180618518
"zumel2,  chapter-1",0.0012158584418122363,0.01813791426552892,0.01813791426552892
"richardson3,  chapter-11",0.002360828450473456,0.00225157374918437,0.00225157374918437
"brady,  about-this-book",0.0016432400636901985,0.0065419110406487796,0.0065419110406487796
"meeks,  chapter-5",0.0009063454403852186,0.00046666534892024475,0.00046666534892024475
"negro,  chapter-7",0.0009007452017132286,0.00012464006603053027,0.00012464006603053027
"fain3,  chapter-15",0.0014898843272173827,0.019302894216435305,0.019302894216435305
"alag,  chapter-1",0.0009631837672309072,0.0147559836493112,0.0147559836493112
"meeks,  chapter-8",0.0009136906386400074,0.010824008686104317,0.010824008686104317
"meeks,  chapter-11",0.003921707561858956,0.041498108543033194,0.041498108543033194
"abraham,  chapter-4",0.0010998421910760987,0.011083654976622353,0.011083654976622353
"ghosh2,  chapter-3",0.001094241952404109,0.002960319304104472,0.002960319304104472
"ghosh,  chapter-6",0.0010886417137321192,0.0007906696755484768,0.0007906696755484768
"koenig2,  about-this-book",0.0023924255635683475,0.02868318095183531,0.02868318095183531
"isaacks,  about-this-book",0.0009729141911066174,0.030678711537565056,0.030678711537565056
"kuhn,  chapter-2",0.0009673139524346275,0.00819377599848168,0.00819377599848168
"buonanno,  chapter-9",0.0009617137137626375,0.00218842493972579,0.00218842493972579
"riscutia,  appendix-a",0.0005729519367118762,0.00844976251249013,0.00844976251249013
"meeks,  chapter-10",0.00390457982518719,0.017257438264613418,0.017257438264613418
"raaijmakers,  chapter-5",0.0010203125747759141,0.004609208871874993,0.004609208871874993
"thymegobbel,  welcome",0.001014712336103924,0.001231054444843268,0.001231054444843268
"coates,  chapter-1",0.0010091120974319344,0.0003287979503420773,0.0003287979503420773
"bakshi,  chapter-4",0.002826696412585722,0.023115938939113238,0.023115938939113238
"bakshi,  chapter-2",0.001187865571340387,0.021112418972656897,0.021112418972656897
"bakshi,  chapter-5",0.005230609667816449,0.02275846610849321,0.02275846610849321
"skeet5,  chapter-8",0.0028682039965607004,0.026964004779866813,0.026964004779866813
"petricek2,  about-this-book",0.0005202510567217275,0.007202168882356854,0.007202168882356854
"petricek2,  chapter-5",0.0005146508180497378,0.002624846981291064,0.002624846981291064
"petricek2,  chapter-1",0.0018869361753647588,0.007043090226828951,0.007043090226828951
"abraham,  chapter-22",0.001881335936692769,0.0018810070276433096,0.0018810070276433096
"malak,  about-this-book",0.0018757356980207787,0.0005023617352569767,0.0005023617352569767
"hagiwara,  chapter-3",0.000824938280912769,0.04185840465619575,0.04185840465619575
"bechberger,  chapter-3",0.0,0.011463821539927853,0.011463821539927853
"vinegar,  chapter-2",0.006743545352717172,0.012002081908520704,0.012002081908520704
"crowther2,  about-this-book",0.0014730130243644128,0.0032053823276359905,0.0032053823276359905
"sick,  welcome",0.002118577766486289,0.012608223023726313,0.012608223023726313
"chollet,  appendix-a",0.003522710335336135,0.002331376366990778,0.002331376366990778
"lerner,  chapter-3",0.0005799352208351894,0.012350457775555308,0.012350457775555308
"roestenburg,  chapter-2",0.001358044782620339,0.01720268406876214,0.01720268406876214
"hilton,  about-this-book",0.0014828397615911336,0.0027035116502927654,0.0027035116502927654
"abraham,  chapter-1",0.0012604045180296135,0.012574908193468152,0.012574908193468152
"marguerie,  about-this-book",0.0012548042793576236,0.0033584472205674732,0.0033584472205674732
"kopec,  about-this-book",0.0012492040406856338,0.0008969572273561206,0.0008969572273561206
"hurbans,  welcome",0.001620305656868598,0.022018787205272238,0.022018787205272238
"bakshi,  chapter-3",0.0013072582750789745,0.005819134025220593,0.005819134025220593
"gold,  welcome",0.006038271297903442,0.0324286827963426,0.0324286827963426
"smith4,  chapter-5",0.0012429930842981034,0.009780500975460522,0.009780500975460522
"nickoloff2,  chapter-5",0.0012373928456261127,0.002612002952952162,0.002612002952952162
"meeks2,  chapter-5",0.011002611041922026,0.013620726825625323,0.013620726825625323
"bejeck,  about-this-book",0.00391863973257333,0.003637771185938284,0.003637771185938284
"dean,  chapter-8",0.0014859560560180963,0.0003540329451612258,0.0003540329451612258
"meeks,  chapter-6",0.0014803558173461064,0.0001290078245094096,0.0001290078245094096
"skeet3,  chapter-1",0.007321757439438818,0.026014284331944127,0.026014284331944127
"suereth,  chapter-5",0.0013805606551668308,0.0018554020866842524,0.0018554020866842524
"suereth,  chapter-1",0.0013749604164948414,0.0006760491695962325,0.0006760491695962325
"garrard,  chapter-4",0.0033238228674085076,0.006947459961630609,0.006947459961630609
"grainger,  chapter-1",0.0033182226287365177,0.0018554020866842524,0.0018554020866842524
"kabacoff,  chapter-2",0.003312622390064528,0.0004955046012037067,0.0004955046012037067
"gold,  chapter-4",0.003307022151392538,0.0001323289415816209,0.0001323289415816209
"hatcher3,  chapter-4",0.0033014219127205486,3.533941073272953e-05,3.533941073272953e-05
"skeet5,  chapter-13",0.000693120534099061,0.009880362447016112,0.009880362447016112
"geewax3,  chapter-11",0.0015485330663708458,0.005610728814287611,0.005610728814287611
"cielen,  chapter-2",0.00159418430487292,0.014374844350043449,0.014374844350043449
"ryan,  chapter-2",0.0015885840662009307,0.005238077450143959,0.005238077450143959
"zumel3,  chapter-7",0.0015829838275289402,0.0013989440126447427,0.0013989440126447427
"zumel3,  c-bibliography",0.0015773835888569503,0.0003736177010596067,0.0003736177010596067
"richer2,  chapter-1",0.0,0.0020727896967448456,0.0020727896967448456
"raaijmakers,  chapter-6",0.002926087066592982,0.0032053823276359905,0.0032053823276359905
"skeet3,  chapter-4",0.009669598962349922,0.0017982920975883247,0.0017982920975883247
"meeks,  chapter-9",0.010581623763236443,0.0051557188587571315,0.0051557188587571315
"falk,  chapter-6",0.001198698359071885,0.000468110733714239,0.000468110733714239
"guinard,  chapter-3",0.001193098120399895,0.00012502030740984115,0.00012502030740984115
"ibsen2,  chapter-10",0.0016798134822401157,0.000312728062727069,0.000312728062727069
"roy,  chapter-2",0.0016742132435681259,0.00011395650515092585,0.00011395650515092585
"gordon,  about-this-book",0.0013644034941615337,0.0032053823276359905,0.0032053823276359905
"seemann,  chapter-8",0.00416253432837267,0.003863330477713131,0.003863330477713131
"ghosh,  chapter-1",0.0012470648958902194,0.05496097060141802,0.05496097060141802
"gallant,  chapter-1",0.003323660219754431,0.019143028811496262,0.019143028811496262
"abraham,  chapter-34",0.0012377677077447472,0.0032919796414057354,0.0032919796414057354
"hillard,  a-installing-python",0.0004498543234885015,0.023578637994216087,0.023578637994216087
"pollard,  appendix",0.002910087659008595,0.010188194048387448,0.010188194048387448
"hillard,  meap-version-7",0.0007058164940715005,0.011606448707946635,0.011606448707946635
"wittig2,  chapter-1",0.0008723821055241148,0.005307453723599304,0.005307453723599304
"guinard2,  chapter-1",0.001315132916554257,0.0008768615836870249,0.0008768615836870249
"skeet3,  chapter-5",0.0015370815406784213,0.013900415935360688,0.013900415935360688
"johnsson,  chapter-5",0.0015314813020064315,0.005064816018074985,0.005064816018074985
"dwood,  chapter-2",0.0015258810633344416,0.0018454255396653178,0.0018454255396653178
"nickoloff,  chapter-4",0.001276728351234944,0.002002169206119343,0.002002169206119343
"teofili,  chapter-9",0.0010391016583607762,0.005494258911098859,0.005494258911098859
"ceder4,  exploring-python-the-basics",0.0007731565868916307,0.010997096656413484,0.010997096656413484
"ceder4,  chapter-6",0.0007675563482196406,0.0029371000802331892,0.0029371000802331892
"heitz,  chapter-7",0.0005763663818690747,0.004281329414103643,0.004281329414103643
"ghosh2,  chapter-8",0.0005707661431970846,0.0015600860557015588,0.0015600860557015588
"wong,  chapter-2",0.0017446996084503838,0.0061962833346015465,0.0061962833346015465
"gold,  chapter-1",0.0007481177773235311,0.025967274708324217,0.025967274708324217
"metzgar,  chapter-5",0.0013874570174533213,0.003528933960224872,0.003528933960224872
"preukschat,  chapter-4",0.0004975770185000195,0.012907448901719009,0.012907448901719009
"hunter,  chapter-2",0.0031696919038774404,0.019824596076459353,0.019824596076459353
"skeet3,  chapter-7",0.004821133291626659,0.012350457775555308,0.012350457775555308
"hume,  about-this-book",0.0011740694306438559,0.0006329878333846855,0.0006329878333846855
"osherove4,  part-1",0.001168469191971866,0.00016905440838479234,0.00016905440838479234
"faella,  chapter-9",0.0008699190719675382,0.019789954373816296,0.019789954373816296
"skeet3,  chapter-8",0.0008643188332955474,0.007211679041606253,0.007211679041606253
"perga,  about-this-book",0.00179726736054243,0.01287589575155813,0.01287589575155813
"collins,  about-this-book",0.0006887805942460202,0.0010425352120459613,0.0010425352120459613
"hocking2,  chapter-1",0.0056127034456401785,0.0066314863742459205,0.0066314863742459205
"farrell,  chapter-5",0.0028158299780057633,0.0013484545578881981,0.0013484545578881981
"gold,  chapter-2",0.00198846468795792,0.012496288377362998,0.012496288377362998
"bechberger,  chapter-2",0.0,0.014504393855345273,0.014504393855345273
"maurer,  about-this-book",0.00108727502455337,3.9567011034174147e-05,3.9567011034174147e-05
"urma2,  chapter-10",0.00108167478588138,1.4418306608806696e-05,1.4418306608806696e-05
"miell2,  about-this-book",0.0,5.159156970479536e-46,5.159156970479536e-46
"atencio,  part-1",0.0034192002655531357,0.0015914709653540014,0.0015914709653540014
"atencio,  chapter-1",0.0029329977263030994,0.0004250454900950767,0.0004250454900950767
"williams4,  chapter-2",0.0,5.159156970479536e-46,5.159156970479536e-46
"williams,  chapter-2",1.0182252130890815e-06,3.806785930821228e-26,3.806785930821228e-26
"grant2,  chapter-10",0.0,5.159156970479536e-46,5.159156970479536e-46
"grant2,  chapter-14",0.0004841660888238583,3.4050436005164946e-44,3.4050436005164946e-44
"grant2,  chapter-15",0.0009673139524346275,5.710178896231837e-26,5.710178896231837e-26
"grant2,  chapter-16",0.0014494435908323075,1.8177402819671357e-24,1.8177402819671357e-24
"grant2,  chapter-11",0.0,2.9499735874416376e-22,2.9499735874416376e-22
"sharvit,  chapter-2",0.0015823163243336934,0.00038829861326703625,0.00038829861326703625
"sharvit,  chapter-4",0.0015767160856617033,0.00014149035069449038,0.00014149035069449038
"sharvit,  chapter-6",0.0015711158469897133,5.155667906157917e-05,5.155667906157917e-05
"sharvit,  chapter-7",0.0015655156083177234,1.8786240263193217e-05,1.8786240263193217e-05
"sharvit,  chapter-9",0.0010928752632253598,0.00014814735375526033,0.00014814735375526033
"pumperla,  chapter-3",0.0,1.903392965410614e-26,1.903392965410614e-26
"psaltis,  chapter-5",0.0,1.903392965410614e-26,1.903392965410614e-26
"bejeck,  chapter-4",0.0004826387510042247,1.903392965410614e-26,1.903392965410614e-26
"wagner,  chapter-2",0.0009642592767953604,1.903392965410614e-26,1.903392965410614e-26
"curcic,  chapter-3",0.001708192368588983,0.0051128332033413965,0.0051128332033413965
"carroll,  chapter-1",0.002506320754227538,0.02052479509678594,0.02052479509678594
"curcic,  chapter-4",0.0020129906384858784,0.005481568261674184,0.005481568261674184
"zumel3,  chapter-3",0.0020073903998138877,0.0014639601546745221,0.0014639601546745221
"hudgeon,  chapter-1",0.0014484253656192184,0.10956266310632219,0.10956266310632219
"serrano,  chapter-1",0.0,0.03992319052412362,0.03992319052412362
"fain4,  introduction",0.0,0.05496097060141802,0.05496097060141802
"stojanovic,  chapter-5",0.0,0.005481568261674184,0.005481568261674184
"williams4,  chapter-5",4.32206298634497e-05,3.806785930821228e-26,3.806785930821228e-26
"williams,  table-of-contents",0.0005248411556545853,3.806785930821228e-26,3.806785930821228e-26
"urma2,  chapter-7",0.0,5.159156970479536e-46,5.159156970479536e-46
"sholmes2,  chapter-3",0.00048212963839768013,3.806785930821228e-26,3.806785930821228e-26
"devore,  chapter-4",0.0022395320655377434,0.03600345326778086,0.03600345326778086
